Start;End;Sleep Quality;Regularity;Mood;Steps;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°F);Weather type;Notes
2022-08-13 17:28:35;2022-08-14 03:41:49;96%;95%;OK;0;100.85;Thành phố Tây Ninh;123.349266;36793.746;22-08-14 03:09:19;22-08-14 03:35:00;false;0;77 ;Sunny;
2022-08-14 17:28:05;2022-08-15 03:44:09;88%;96%;OK;0;100.78;Thành phố Tây Ninh;188.56726;36963.883;22-08-15 03:09:39;22-08-15 03:35:00;false;0;78 ;Cloudy;
2022-08-15 17:25:23;2022-08-16 03:34:21;94%;98%;OK;0;100.78;Thành phố Tây Ninh;134.53183;36538.121;22-08-16 03:11:12;22-08-16 03:35:00;false;0;75 ;Cloudy;Tea
2022-08-16 17:25:01;2022-08-17 03:35:13;90%;99%;OK;0;100.92;Thành phố Tây Ninh;170.30669;36612.13;22-08-17 03:08:30;22-08-17 03:35:00;false;0;76 ;Cloudy;
2022-08-17 17:27:30;2022-08-18 03:34:43;95%;99%;OK;0;101.020004;Thành phố Tây Ninh;127.24682;36433.517;22-08-18 03:11:06;22-08-18 03:35:00;true;64;76 ;Cloudy;
2022-08-18 18:16:49;2022-08-19 04:15:26;90%;95%;OK;0;;;169.2593;35917.619;22-08-19 03:29:52;22-08-19 03:55:00;false;0;;;
2022-08-19 17:29:15;2022-08-20 03:34:59;77%;91%;OK;0;100.729996;Thành phố Tây Ninh;292.32596;36344.061;22-08-20 03:11:19;22-08-20 03:35:00;false;0;76 ;Cloudy;
2022-08-20 17:24:33;2022-08-21 03:40:35;95%;91%;Good;0;100.71;Thành phố Tây Ninh;132.89514;36962.131;22-08-21 02:45:21;22-08-21 03:10:00;false;0;76 ;Cloudy;
2022-08-21 17:25:12;2022-08-22 03:35:24;93%;95%;OK;0;100.729996;Thành phố Tây Ninh;146.94504;36611.639;22-08-22 03:09:38;22-08-22 03:35:00;false;0;76 ;Cloudy;
2022-08-22 17:26:48;2022-08-23 03:44:04;89%;98%;OK;0;100.83;Thành phố Tây Ninh;179.07555;37035.848;22-08-23 03:08:56;22-08-23 03:35:00;false;0;75 ;Cloudy;
2022-08-23 17:29:46;2022-08-24 03:46:31;77%;99%;OK;0;100.92;Thành phố Tây Ninh;289.65018;37005.354;22-08-24 03:11:11;22-08-24 03:35:00;false;0;76 ;Cloudy;
2022-08-24 17:25:21;2022-08-25 03:35:24;93%;98%;OK;0;100.75;Thành phố Tây Ninh;147.07393;36603.483;22-08-25 03:10:27;22-08-25 03:35:00;false;0;75 ;Rain;
2022-08-25 17:26:16;2022-08-26 03:42:02;65%;98%;OK;0;100.909996;Thành phố Tây Ninh;401.72397;36945.982;22-08-26 03:11:13;22-08-26 03:35:00;false;0;77 ;Cloudy;
2022-08-26 17:26:26;2022-08-27 03:55:38;86%;98%;OK;0;100.93;Thành phố Tây Ninh;212.23425;37752.098;22-08-27 03:12:59;22-08-27 03:35:00;false;0;73 ;Fog;
2022-08-27 17:28:36;2022-08-28 04:45:40;76%;96%;Bad;0;100.8;Thành phố Tây Ninh;307.08365;40623.709;22-08-28 03:08:41;22-08-28 03:35:00;true;70;73 ;Fog;
2022-08-28 17:27:59;2022-08-29 04:42:40;88%;96%;OK;0;100.770004;Thành phố Tây Ninh;197.36897;40481.583;22-08-29 03:08:32;22-08-29 03:35:00;false;0;74 ;Cloudy;Headache
2022-08-29 17:29:16;2022-08-30 03:25:16;94%;93%;OK;0;101.15;Thành phố Tây Ninh;142.57545;35760.337;22-08-30 03:12:12;22-08-30 03:35:00;false;0;75 ;Cloudy;
2022-08-30 17:30:31;2022-08-31 03:35:47;84%;95%;;0;100.92;Thành phố Tây Ninh;236.1426;36315.798;22-08-31 03:11:18;22-08-31 03:35:00;false;0;74 ;Rain;
2022-08-31 17:53:10;2022-09-01 03:55:42;95%;93%;;0;100.9;;132.16103;36151.602;22-09-01 03:11:01;22-09-01 03:35:00;false;0;74 ;Cloudy;
2022-09-01 17:28:14;2022-09-02 04:52:34;79%;93%;;0;100.759995;Thành phố Tây Ninh;282.47665;41060.042;22-09-02 03:08:29;22-09-02 03:35:00;false;0;74 ;Fair;
2022-09-02 17:25:45;2022-09-03 04:18:46;85%;92%;;0;100.71;Thành phố Tây Ninh;227.66603;39181.385;22-09-03 03:11:56;22-09-03 03:35:00;false;0;76 ;Cloudy;
2022-09-03 17:28:37;2022-09-04 03:25:30;97%;91%;;0;100.94;Thành phố Tây Ninh;115.83467;35812.605;22-09-04 03:11:08;22-09-04 03:35:00;false;0;75 ;Cloudy;
2022-09-04 17:27:28;2022-09-05 04:13:03;63%;93%;;0;100.88;Thành phố Tây Ninh;426.8201;38734.997;22-09-05 03:12:05;22-09-05 03:35:00;false;0;75 ;Rain;
2022-09-05 17:23:31;2022-09-06 03:35:08;93%;93%;;0;100.92;Thành phố Tây Ninh;152.26828;36697.252;22-09-06 03:10:16;22-09-06 03:35:00;false;0;76 ;Cloudy;
2022-09-06 17:28:19;2022-09-07 03:50:32;95%;94%;;0;100.729996;Thành phố Tây Ninh;134.02722;37333.056;22-09-07 03:11:05;22-09-07 03:35:00;false;0;75 ;Cloudy;
2022-09-07 17:28:44;2022-09-08 04:26:35;92%;95%;;0;100.96;Thành phố Tây Ninh;161.84877;39471.391;22-09-08 03:10:59;22-09-08 03:35:00;false;0;74 ;Cloudy;
2022-09-08 17:25:04;2022-09-09 04:09:40;89%;96%;;0;;;186.43436;38675.197;22-09-09 03:08:31;22-09-09 03:35:00;false;0;;;
2022-09-09 17:27:06;2022-09-10 03:33:35;96%;95%;;0;101.14;;122.95273;36389.033;22-09-10 03:12:47;22-09-10 03:35:00;false;0;76 ;Cloudy;
2022-09-10 17:26:55;2022-09-11 04:17:25;83%;95%;;0;;;241.07991;39029.63;22-09-11 03:11:45;22-09-11 03:35:00;false;0;;;
2022-09-11 17:26:26;2022-09-12 03:31:38;84%;94%;;0;100.96;;238.41664;36312.384;22-09-12 03:11:16;22-09-12 03:35:00;false;0;74 ;Cloudy;
2022-09-12 17:24:51;2022-09-12 19:33:25;11%;73%;;0;100.83;Thành phố Tây Ninh;572.1009;7714.848;22-09-13 03:12:16;22-09-13 03:35:00;false;0;76 ;Rainy showers;
2022-09-12 19:34:02;2022-09-13 04:29:13;100%;87%;;0;;;55.516033;32110.457;22-09-13 03:12:29;22-09-13 03:35:00;false;0;;;
2022-09-13 17:24:39;2022-09-14 04:30:30;72%;83%;;0;101.03;Thành phố Tây Ninh;341.72525;39951.628;22-09-14 03:08:14;22-09-14 03:35:00;false;0;75 ;Rainy showers;
2022-09-14 17:25:40;2022-09-15 03:35:16;88%;82%;;0;101.15;Thành phố Tây Ninh;201.87283;36575.855;22-09-15 03:10:59;22-09-15 03:35:00;false;0;74 ;Cloudy;
2022-09-15 17:27:59;2022-09-16 03:56:04;89%;90%;;0;100.909996;Thành phố Tây Ninh;188.9078;37685.142;22-09-16 03:09:15;22-09-16 03:35:00;false;0;75 ;Cloudy;
2022-09-16 17:27:07;2022-09-17 04:27:20;74%;94%;;0;100.81;Thành phố Tây Ninh;325.60898;39613.428;22-09-17 03:08:29;22-09-17 03:35:00;false;0;74 ;Fog;
2022-09-17 17:28:39;2022-09-18 04:20:03;90%;97%;;0;100.97;Thành phố Tây Ninh;183.25586;39084.417;22-09-18 03:11:33;22-09-18 03:35:00;true;231;76 ;Cloudy;
2022-09-19 17:24:24;2022-09-20 03:29:33;100%;95%;;0;100.86;Thành phố Tây Ninh;92.82502;36309.22;22-09-20 03:29:15;22-09-20 03:55:00;false;0;74 ;Cloudy;
2022-09-20 17:39:25;2022-09-21 03:35:31;87%;94%;;0;100.78;Thành phố Tây Ninh;200.10423;35765.97;22-09-21 03:31:52;22-09-21 03:55:00;true;508;73 ;Cloudy;
2022-09-21 17:21:05;2022-09-22 03:53:36;99%;96%;;0;;;114.2572;37951.736;22-09-22 03:30:52;22-09-22 03:55:00;false;0;;;
2022-09-22 17:24:10;2022-09-23 04:21:58;97%;95%;;0;;;128.23318;39468.084;22-09-23 03:31:54;22-09-23 03:55:00;true;493;;;
2022-09-23 17:23:14;2022-09-24 04:10:11;95%;96%;;0;;;142.20093;38817.837;22-09-24 03:31:45;22-09-24 03:55:00;false;0;;;
2022-09-24 17:21:12;2022-09-25 02:58:53;98%;94%;;0;100.8;;119.06704;34661.738;22-09-25 03:31:46;22-09-25 03:55:00;false;0;75 ;Cloudy;
2022-09-25 17:20:34;2022-09-26 03:30:45;91%;94%;;0;100.9;Thành phố Tây Ninh;171.67564;36611.15;22-09-26 03:32:56;22-09-26 03:55:00;false;0;75 ;Fog;
2022-09-26 18:10:46;2022-09-27 03:26:52;92%;92%;;0;101.0;Thành phố Tây Ninh;235.98207;33365.683;22-09-27 03:29:15;22-09-27 03:55:00;false;0;75 ;Cloudy;
2022-09-27 18:11:26;2022-09-28 03:49:31;98%;94%;;0;100.67;Thành phố Tây Ninh;120.77414;34684.364;22-09-28 03:31:36;22-09-28 03:55:00;false;0;75 ;Cloudy;
2022-09-28 17:21:29;2022-09-29 04:20:16;87%;92%;;0;100.409996;Thành phố Tây Ninh;194.92465;39526.505;22-09-29 03:29:12;22-09-29 03:55:00;false;0;75 ;Rain;
2022-09-29 17:23:06;2022-09-30 04:25:56;62%;94%;;0;100.79;Thành phố Tây Ninh;377.55847;39769.823;22-09-30 03:28:59;22-09-30 03:55:00;false;0;74 ;Cloudy;
2022-09-30 17:21:18;2022-10-01 04:04:08;83%;94%;;0;100.979996;Thành phố Tây Ninh;229.73863;38570.262;22-10-01 03:32:05;22-10-01 03:55:00;false;0;75 ;Cloudy;
2022-10-01 17:20:14;2022-10-02 04:06:43;67%;98%;;0;100.87;Thành phố Tây Ninh;346.84033;38789.098;22-10-02 03:29:28;22-10-02 03:55:00;false;0;73 ;Rain;
2022-10-02 17:24:05;2022-10-03 04:26:26;88%;97%;;0;101.04;Thành phố Tây Ninh;197.6747;39740.296;22-10-03 03:25:00;22-10-03 03:55:00;false;0;75 ;Cloudy;
2022-10-03 17:21:58;2022-10-04 04:25:33;86%;98%;;0;100.990005;Thành phố Tây Ninh;211.09427;39815.255;22-10-04 03:32:55;22-10-04 03:55:00;false;0;75 ;Cloudy;
2022-10-04 17:26:43;2022-10-05 03:54:35;95%;97%;;0;101.05;Thành phố Tây Ninh;144.89655;37672.259;22-10-05 03:31:59;22-10-05 03:55:00;false;0;74 ;Cloudy;
2022-10-05 17:22:00;2022-10-06 03:31:53;80%;96%;;0;101.15;Thành phố Tây Ninh;253.66705;36592.862;22-10-06 03:30:38;22-10-06 03:55:00;false;0;74 ;Cloudy;
2022-10-06 18:09:55;2022-10-07 03:45:53;94%;94%;;0;101.13;Thành phố Tây Ninh;148.13658;34557.716;22-10-07 03:31:27;22-10-07 03:55:00;false;0;75 ;Cloudy;
2022-10-07 17:21:53;2022-10-08 03:48:58;91%;93%;;0;;Thành phố Tây Ninh;171.31538;37624.828;22-10-08 03:29:53;22-10-08 03:55:00;false;0;74 ;;
2022-10-08 17:19:29;2022-10-09 17:19:05;100%;57%;;0;101.13;Thành phố Tây Ninh;89.210075;86376.137;22-10-09 03:25:00;22-10-09 03:55:00;true;77;74 ;Cloudy;
2022-10-09 17:19:43;2022-10-10 03:27:23;88%;21%;;0;101.240005;Thành phố Tây Ninh;193.403;36459.729;22-10-10 03:29:58;22-10-10 03:55:00;false;0;74 ;Rain;
2022-10-10 17:20:51;2022-10-11 04:26:53;88%;21%;;0;101.12;Thành phố Tây Ninh;191.69533;39961.311;22-10-11 03:29:13;22-10-11 03:55:00;false;0;73 ;Fog;
2022-10-11 16:54:43;2022-10-11 17:51:16;12%;28%;;0;;Thành phố Tây Ninh;1.0;3392.575;22-10-12 03:30:05;22-10-12 03:55:00;false;0;;;
2022-10-11 17:51:30;2022-10-12 03:44:54;95%;55%;;0;101.05;Thành phố Tây Ninh;144.8332;35604.358;22-10-12 03:30:48;22-10-12 03:55:00;true;579;75 ;Cloudy;
2022-10-12 18:10:30;2022-10-13 04:40:05;100%;90%;;0;101.0;Thành phố Tây Ninh;99.78901;37775.134;22-10-13 03:28:42;22-10-13 03:55:00;true;557;74 ;Cloudy;
2022-10-13 17:24:09;2022-10-14 04:16:00;92%;89%;;0;100.740005;;166.4147;39110.624;22-10-14 03:30:29;22-10-14 03:55:00;true;381;76 ;Cloudy;
2022-10-14 17:22:11;2022-10-15 03:43:55;93%;91%;;0;100.7;Thành phố Tây Ninh;159.01045;37304.588;22-10-15 03:30:03;22-10-15 03:55:00;false;0;72 ;Cloudy;
2022-10-15 17:22:33;2022-10-16 03:33:58;93%;94%;;0;100.94;Thành phố Tây Ninh;160.21927;36685.242;22-10-16 03:31:33;22-10-16 03:55:00;false;0;73 ;Fair;
2022-10-16 17:23:42;2022-10-17 04:34:49;91%;95%;;0;;Thành phố Tây Ninh;169.42618;40266.78;22-10-17 03:29:53;22-10-17 03:55:00;false;0;;;
2022-10-17 17:19:30;2022-10-17 18:36:14;16%;68%;;0;;;1.0;4603.821;22-10-18 03:30:02;22-10-18 03:55:00;false;0;;;
2022-10-17 18:56:13;2022-10-18 04:14:01;100%;91%;;0;;;81.95983;33467.984;22-10-18 03:28:20;22-10-18 03:55:00;true;90;;;
2022-10-18 17:19:50;2022-10-19 04:19:39;95%;87%;;0;100.92;;140.80862;39588.489;22-10-19 03:28:16;22-10-19 03:55:00;false;0;74 ;Cloudy;
2022-10-19 17:20:40;2022-10-20 03:46:33;90%;88%;;0;101.15;Thành phố Tây Ninh;167.42027;37553.056;22-10-20 03:32:52;22-10-20 03:55:00;false;0;75 ;Rain;
2022-10-20 17:24:57;2022-10-21 04:35:21;87%;91%;;0;101.29;;197.74802;40224.381;22-10-21 03:29:37;22-10-21 03:55:00;false;0;73 ;Cloudy;
2022-10-21 17:20:57;2022-10-22 03:55:41;91%;93%;;0;101.229996;Thành phố Tây Ninh;173.5993;38083.724;22-10-22 03:28:52;22-10-22 03:55:00;false;0;73 ;Cloudy;
2022-10-22 17:23:23;2022-10-23 04:11:02;87%;94%;;0;101.36;Thành phố Tây Ninh;203.07184;38858.71;22-10-23 03:29:51;22-10-23 03:55:00;false;0;77 ;Cloudy;
2022-10-23 17:19:17;2022-10-24 04:06:15;100%;96%;;0;101.12;Thành phố Tây Ninh;110.21392;38818.059;22-10-24 03:31:16;22-10-24 03:55:00;false;0;74 ;Fog;
2022-10-24 18:14:01;2022-10-25 04:26:35;97%;95%;;0;101.020004;Thành phố Tây Ninh;131.47826;36754.069;22-10-25 04:05:00;22-10-25 04:35:00;false;0;75 ;Cloudy;
2022-10-25 17:24:07;2022-10-26 04:37:18;84%;93%;;0;101.15;Thành phố Tây Ninh;221.46169;40390.744;22-10-26 03:32:17;22-10-26 03:55:00;false;0;76 ;Cloudy;
2022-10-26 17:48:44;2022-10-27 04:12:46;87%;91%;;0;101.18;Thành phố Tây Ninh;201.81473;37441.358;22-10-27 03:29:10;22-10-27 03:55:00;false;0;74 ;Rainy showers;
2022-10-27 17:26:53;2022-10-28 03:27:43;72%;91%;;0;101.05;Thành phố Tây Ninh;307.02023;36049.864;22-10-28 03:29:09;22-10-28 03:55:00;false;0;76 ;Rainy showers;
2022-10-28 17:19:33;2022-10-29 03:45:27;96%;93%;;0;100.93;Thành phố Tây Ninh;137.3379;37554.465;22-10-29 03:32:22;22-10-29 03:55:00;false;0;75 ;Cloudy;
2022-10-29 17:23:55;2022-10-30 03:52:24;91%;95%;;0;100.89;Thành phố Tây Ninh;166.11865;37708.765;22-10-30 03:32:47;22-10-30 03:55:00;false;0;75 ;Cloudy;
2022-10-30 17:20:52;2022-10-31 03:38:14;90%;97%;;0;100.89;Thành phố Tây Ninh;178.92836;37041.939;22-10-31 03:30:04;22-10-31 03:55:00;false;0;77 ;Cloudy;
2022-10-31 17:21:00;2022-11-01 03:50:51;91%;98%;;0;101.04;Thành phố Tây Ninh;173.58464;37791.0;22-11-01 03:31:49;22-11-01 03:55:00;false;0;76 ;Cloudy;
2022-11-01 17:20:28;2022-11-02 03:46:31;83%;98%;;0;101.14;Thành phố Tây Ninh;228.27853;37562.867;22-11-02 03:28:33;22-11-02 03:55:00;true;200;74 ;Cloudy;
2022-11-02 17:23:47;2022-11-03 03:52:29;88%;98%;;0;101.14;Thành phố Tây Ninh;196.2854;37721.771;22-11-03 03:32:34;22-11-03 03:55:00;false;0;75 ;Cloudy;
2022-11-03 18:10:50;2022-11-04 03:48:53;97%;97%;;0;101.29;Thành phố Tây Ninh;133.61179;34682.975;22-11-04 03:30:23;22-11-04 03:55:00;false;0;76 ;Rain;
2022-11-04 17:22:45;2022-11-05 03:55:12;93%;94%;;0;101.490005;Thành phố Tây Ninh;155.55466;37946.888;22-11-05 03:28:16;22-11-05 03:55:00;true;997;74 ;Cloudy;
2022-11-05 17:20:37;2022-11-06 03:53:54;100%;94%;;0;;Thành phố Tây Ninh;104.51537;37996.87;22-11-06 03:28:47;22-11-06 03:55:00;false;0;72 ;;
2022-11-06 17:20:53;2022-11-07 03:06:03;89%;95%;;0;101.340004;Thành phố Tây Ninh;189.24838;35109.927;22-11-07 03:32:16;22-11-07 03:55:00;false;0;75 ;Cloudy;
2022-11-07 17:20:52;2022-11-08 03:38:28;93%;96%;;0;101.259995;;162.31747;37055.792;22-11-08 03:29:23;22-11-08 03:55:00;false;0;77 ;Cloudy;
2022-11-08 17:26:05;2022-11-09 03:37:33;96%;95%;;0;101.17;Thành phố Tây Ninh;134.13496;36687.792;22-11-09 03:31:37;22-11-09 03:55:00;false;0;76 ;Cloudy;
2022-11-09 17:26:02;2022-11-10 03:34:35;96%;98%;;0;101.229996;Thành phố Tây Ninh;139.82843;36513.56;22-11-10 03:29:07;22-11-10 03:55:00;true;64;77 ;Cloudy;
2022-11-10 17:26:10;2022-11-11 03:54:27;90%;98%;;0;101.17;Thành phố Tây Ninh;177.23756;37696.811;22-11-11 03:30:13;22-11-11 03:55:00;true;68;77 ;Cloudy;
2022-11-11 17:21:01;2022-11-12 03:37:21;90%;97%;;0;101.15;Thành phố Tây Ninh;177.55948;36980.04;22-11-12 03:29:01;22-11-12 03:55:00;true;528;78 ;Cloudy;
2022-11-12 17:24:30;2022-11-13 03:39:06;87%;97%;;0;101.18;Thành phố Tây Ninh;204.15915;36876.359;22-11-13 03:32:00;22-11-13 03:55:00;false;0;76 ;Rain;
2022-11-13 17:19:25;2022-11-14 03:52:59;99%;97%;;0;101.15;Thành phố Tây Ninh;114.64741;38013.347;22-11-14 03:29:43;22-11-14 03:55:00;false;0;76 ;Cloudy;
2022-11-14 17:16:52;2022-11-15 03:52:25;93%;98%;;0;101.13;Thành phố Tây Ninh;158.35579;38132.781;22-11-15 03:32:39;22-11-15 03:55:00;true;1210;76 ;Sunny;
2022-11-15 17:19:37;2022-11-15 18:11:07;11%;71%;;0;100.88;Thành phố Tây Ninh;1.0;3090.176;22-11-16 03:31:24;22-11-16 03:55:00;false;0;78 ;Cloudy;
2022-11-16 17:19:18;2022-11-17 03:52:24;88%;45%;;0;101.0;Thành phố Tây Ninh;193.72188;37985.936;22-11-17 03:28:20;22-11-17 03:55:00;false;0;78 ;Cloudy;
2022-11-17 17:21:07;2022-11-18 03:29:52;94%;44%;;0;101.1;Thành phố Tây Ninh;151.16844;36524.392;22-11-18 03:30:45;22-11-18 03:55:00;true;295;76 ;Fair;
2022-11-18 17:19:26;2022-11-19 03:39:06;93%;71%;;0;101.1;Thành phố Tây Ninh;160.13098;37179.964;22-11-19 03:28:07;22-11-19 03:55:00;true;1877;76 ;Cloudy;
2022-11-19 17:18:37;2022-11-20 03:38:24;93%;98%;;0;100.81;Thành phố Tây Ninh;161.34613;37187.719;22-11-20 03:31:14;22-11-20 03:55:00;false;0;75 ;Rain;
2022-11-20 17:18:30;2022-11-21 03:36:28;93%;99%;;0;;;158.3021;37077.874;22-11-21 03:29:27;22-11-21 03:55:00;true;721;;;
2022-11-21 17:25:19;2022-11-22 03:53:53;87%;98%;;0;;;199.76547;37713.988;22-11-22 03:32:40;22-11-22 03:55:00;false;0;;;
2022-11-22 17:22:38;2022-11-23 03:55:01;61%;98%;;0;;;380.31018;37942.369;22-11-23 03:29:53;22-11-23 03:55:00;false;0;;;
2022-11-23 17:20:53;2022-11-24 03:54:44;95%;98%;;0;;;147.50224;38031.234;22-11-24 03:30:32;22-11-24 03:55:00;false;0;;;
2022-11-24 17:46:11;2022-11-25 03:47:36;96%;98%;;0;;;138.31595;36084.8;22-11-25 03:28:22;22-11-25 03:55:00;false;0;;;
2022-11-25 17:19:03;2022-11-26 03:55:20;92%;96%;;0;;;167.4775;38177.351;22-11-26 03:29:54;22-11-26 03:55:00;false;0;;;
